openalex_id,display_name,shared_paper_count,seed_connection_count,connected_seed_professor_ids,institutions,country_codes,korea_affiliated,review_priority,example_work,review_status
A5103220316,Seung Kwon Koh,10,3,P0001; P0006; P0009,Samsung (South Korea); Sungkyunkwan University,KR,yes,16,Natural Killer Cell Expansion and Cytotoxicity Differ Depending on the Culture Medium Used,needs_review
A5055447223,Kwangmeyung Kim,15,1,P0007,Korea Institute of Science and Technology; Korea University,KR,yes,15,Dual-Modal Imaging-Guided Precise Tracking of Bioorthogonally Labeled Mesenchymal Stem Cells in Mouse Brain Stroke,needs_review
A5103193360,Sang Kyun Sohn,15,1,P0007,Korea University Medical Center; Kyungpook National University; Kyungpook National University Hospital; The Korean Society of Hematology,KR,yes,15,Deferasirox improves hematologic and hepatic function with effective reduction of serum ferritin and liver iron concentration in transfusional iron overload patients with myelodysplastic syndrome or aplastic anemia,needs_review
A5039193849,Hoon‐Soo Kim,15,1,P0007,Pusan National University; Pusan National University Hospital,KR,yes,15,Dermoscopic Features of Subcorneal Hematoma on the Palms and Soles: Differences from Acral Melanoma,needs_review
A5029305363,Han Young Kim,12,2,P0001; P0007,Catholic University of Korea; Korea Institute of Science and Technology; Seoul National University; Seoul National University Hospital; Seoul National University of Science and Technology; The Catholic University of Korea Seoul St. Mary's Hospital,KR,yes,15,T‐Cell‐Mimicking Nanoparticles for Cancer Immunotherapy,needs_review
A5047503871,Soo Yun Lee,12,2,P0001; P0011,Korea Research Institute of Bioscience and Biotechnology; Korea University; Sungkyunkwan University,KR,yes,15,NgR1 is an NK cell inhibitory receptor that destabilizes the immunological synapse,needs_review
A5102910953,Kwangsoo Shin,12,2,P0003; P0007,Institute for Basic Science; New Generation University College; Seoul National University,ET; KR,yes,15,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5008938100,Hoon Kook,12,2,P0006; P0007,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,15,Ex vivo expansion of natural killer cells using cryopreserved irradiated feeder cells.,needs_review
A5108462534,Nae Choon Yoo,12,2,P0007; P0012,Korea Institute of Brain Science; Yonsei Cancer Hospital; Yonsei University,KR,yes,15,Changing Patterns of Prognosticators During 15-Year Follow-Up of Advanced Gastric Cancer after Radical Gastrectomy and Adjuvant Chemotherapy: A 15-Year Follow-Up Study at a Single Korean Institute,needs_review
A5100600177,Seung Jin Lee,12,2,P0007; P0011,Chungnam National University; Korea University; Stem Cell Institute,JP; KR; PA,yes,15,Human Feeder Cells Can Support the Undifferentiated Growth of Human and Mouse Embryonic Stem Cells Using Their Own Basic Fibroblast Growth Factors,needs_review
A5053847518,Ik‐Joo Chung,14,1,P0006,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,14,Induction of multiple myeloma-specific cytotoxic T lymphocyte stimulation by dendritic cell pulsing with purified and optimized myeloma cell lysates,needs_review
A5075441931,Ji Young Seo,14,1,P0006,Samsung (South Korea); Samsung Medical Center; Sungkyunkwan University,KR,yes,14,Perioperative Fresh Red Blood Cell Transfusion May Negatively Affect Recipient Survival After Liver Transplantation,needs_review
A5005529930,Soo‐Hong Lee,14,1,P0007,CHA University; CHA University Bundang Medical Center; Hanyang University; Korea Advanced Institute of Science and Technology; Korea Institute of Science and Technology; Stem Cell Institute,KR; PA,yes,14,Mechanical properties and degradation behaviors of hyaluronic acid hydrogels cross-linked at various cross-linking densities,needs_review
A5002464127,Il Yup Chung,14,1,P0007,Anyang University; Hanyang University,KR,yes,14,"Eosinophil Development, Regulation of Eosinophil-Specific Genes, and Role of Eosinophils in the Pathogenesis of Asthma",needs_review
A5101595825,Hee Seok Yang,14,1,P0007,Hanyang University; Seoul National University,KR,yes,14,Enhanced skin wound healing by a sustained release of growth factors contained in platelet-rich plasma,needs_review
A5100611464,Jung Ho Park,14,1,P0007,Ansan University; Korea University; Korea University Medical Center,JP; KR,yes,14,Articular cartilage regeneration with microfracture and hyaluronic acid,needs_review
A5021336715,Yeul Hong Kim,14,1,P0007,Korea University; Korea University Guro Hospital; Korea University Medical Center,KR,yes,14,Prognostic Value of Carbonic Anhydrase IX and Ki-67 Expression in Squamous Cell Carcinoma of the Tongue,needs_review
A5086134599,Moo Hyun Kim,14,1,P0007,Dong-A University; Dong-A University Hospital,KR,yes,14,"Evaluation of the Efficacy and Safety of the Lercanidipine/Valsartan Combination in Korean Patients With Essential Hypertension Not Adequately Controlled With Lercanidipine Monotherapy: A Randomized, Multicenter, Parallel Design, Phase III Clinical Trial",needs_review
A5047461288,PilHo Huh,14,1,P0012,Combat Capabilities Development Command Soldier Center; Pusan National University; Samsung (South Korea); Samsung Electronics (South Korea); University of Massachusetts Lowell,KR; US,yes,14,Fabrication of poly(ethylene oxide) hydrogels for wound dressing application using E-beam,needs_review
A5001333299,Thirukumaran Periyasamy,14,1,P0012,Yeungnam University,KR,yes,14,Polybenzoxazine originated N-doped mesoporous carbon ropes as an electrode material for high-performance supercapacitors,needs_review
A5008209475,El Mehdi Salmani,14,1,P0012,Centre National pour la Recherche Scientifique et Technique (CNRST); Mohammed V University; Yeungnam University,KR; MA,yes,14,Investigation of the Magnetic Features of the Fullerene-Dimer-Like Nanostructure (C 60)2: A Monte Carlo Study,needs_review
A5017376744,Ho Won Jang,11,2,P0001; P0007,Advanced Institute of Convergence Technology; National University College; Seoul National University,KR; PR,yes,14,Spatiotemporally modulated full-polarized light emission for multiplexed optical encryption,needs_review
A5083816200,Sohyun Yun,11,2,P0001; P0011,Chungnam National University; Korea Research Institute of Bioscience and Biotechnology,KR,yes,14,MicroRNA-150 regulates the cytotoxicity of natural killers by targeting perforin-1,needs_review
A5059418899,Sunghwa Woo,11,2,P0002; P0010,Joint BioEnergy Institute; La Jolla Bioengineering Institute; Pohang University of Science and Technology; University of California San Diego,KR; US,yes,14,Vibrio sp. dhg as a platform for the biorefinery of brown macroalgae,needs_review
A5100353399,Kihyun Kım,11,2,P0006; P0007,Dana-Farber Cancer Institute; Samsung Medical Center; Sungkyunkwan University; University of Ulsan,KR; US,yes,14,Clinical Utility of Next-Generation Flow-Based Minimal Residual Disease Assessment in Patients with Multiple Myeloma,needs_review
A5100366805,Jin-Ho Kim,8,3,P0001; P0006; P0009,Asan Medical Center; Sungkyunkwan University; Ulsan College; University of Ulsan,KR,yes,14,Expansion of Human NK Cells Using K562 Cells Expressing OX40 Ligand and Short Exposure to IL-21,needs_review
A5026607578,Tan-Huy Chu,8,3,P0001; P0006; P0009,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Pham Ngoc Thach University of Medicine,KR; VN,yes,14,Expansion of cytotoxic natural killer cells in multiple myeloma patients using K562 cells expressing OX40 ligand and membrane-bound IL-18 and IL-21,needs_review
A5068416755,Sung‐Hoon Jung,8,3,P0001; P0006; P0009,Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,14,Expansion of cytotoxic natural killer cells in multiple myeloma patients using K562 cells expressing OX40 ligand and membrane-bound IL-18 and IL-21,needs_review
A5028790314,Dong Keun Han,8,3,P0001; P0002; P0007,CHA University; Korea Institute of Science and Technology,KR,yes,14,Biomaterial-based strategies to prime dendritic cell-mediated anti-cancer immune responses,needs_review
A5091067470,Byung‐Kwan Cho,8,3,P0002; P0008; P0010,Intelligent Synthetic Biology Center; Korea Advanced Institute of Science and Technology; Novo Nordisk Foundation; Technical University of Denmark,DK; KR,yes,14,Systematic discovery of uncharacterized transcription factors in Escherichia coli K-12 MG1655,needs_review
A5080552007,Il‐Kyu Kim,13,1,P0003,Namseoul University; Nation University; New Generation University College; Seoul National University; Seoul National University of Science and Technology,ET; KR; TH,yes,13,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5110261317,Seung Jung Kee,13,1,P0006,Chonnam National University; Chonnam National University Hwasun Hospital,KR,yes,13,Changes in Karyotype and Azole Susceptibility of Sequential Bloodstream Isolates from Patients with Candida glabrata Candidemia,needs_review
A5028979794,Hee Seok Yang,13,1,P0007,Hanyang University,KR,yes,13,Angiogenesis in ischemic tissue produced by spheroid grafting of human adipose-derived stromal cells,needs_review
A5072408448,Moon Suk Kim,13,1,P0007,Ajou University; Korea Institute of Fusion Energy; Korea Research Institute of Chemical Technology,KR,yes,13,"A biodegradable, injectable, gel system based on MPEG-b-(PCL-ran-PLLA) diblock copolymers with an adjustable therapeutic window",needs_review
A5011022874,Chul Soo Kim,13,1,P0007,Inha University; Inha University Hospital; Jeonbuk National University Hospital; Seoul National University; Yeungnam University; Yeungnam University College,KR,yes,13,Comparative analysis between azacitidine and decitabine for the treatment of myelodysplastic syndromes,needs_review
A5102740492,Jun Suk Kim,13,1,P0007,Dong-A University Hospital; Korea University Medical Center; Stem Cell Institute,KR; PA,yes,13,The cutoff value of serum ferritin for the diagnosis of iron deficiency in community-residing older persons,needs_review
A5055596433,Seona Jo,13,1,P0011,Biocon (Switzerland); Kangwon National University; Korea Institute of Machinery & Materials; Korea Research Institute of Bioscience and Biotechnology; Korea University of Science and Technology; Samjin Pharm (South Korea); Seoul National University,CH; KR,yes,13,The Role of IL-7 and IL-7R in Cancer Pathophysiology and Immunotherapy,needs_review
A5020449635,Hyoungjun Park,10,2,P0001; P0009,Pohang University of Science and Technology,KR,yes,13,A comparative study on collagen type I and hyaluronic acid dependent cell behavior for osteochondral tissue bioprinting,needs_review
A5109987655,Keon Woo Kwon,10,2,P0001; P0009,Pohang University of Science and Technology; Seoul National University,KR,yes,13,Nanotopography-Guided Migration of T Cells,needs_review
A5051983148,Sang Joon Shin,10,2,P0003; P0007,Korea University; Yonsei University,KR,yes,13,IL-21-mediated reversal of NK cell exhaustion facilitates anti-tumour immunity in MHC class I-deficient tumours,needs_review
A5006422911,Jae‐Sook Ahn,10,2,P0006; P0007,Chonnam National University Hospital; Chonnam National University Hwasun Hospital; Pusan National University,KR,yes,13,Clinical significance of clonality and Epstein‐Barr virus infection in adult patients with hemophagocytic lymphohistiocytosis,needs_review
A5069444992,Sungjee Kim,7,3,P0001; P0007; P0009,Hanyang University; Kyungpook National University; National University; Pohang University of Science and Technology; Sungkyunkwan University,KR; SD,yes,13,Gold Nanoparticle‐Carrying T Cells for the Combined Immuno‐Photothermal Therapy,needs_review
A5028222807,Manh-Cuong Vo,7,3,P0001; P0006; P0009,Chonnam National University; Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,13,Expansion of cytotoxic natural killer cells in multiple myeloma patients using K562 cells expressing OX40 ligand and membrane-bound IL-18 and IL-21,needs_review
A5047859685,Sanguk Kim,7,3,P0002; P0008; P0012,Pohang University of Science and Technology,KR,yes,13,Predictive design of mRNA translation initiation region to control prokaryotic translation efficiency,needs_review
A5103282246,Chae Won Kang,7,3,P0002; P0008; P0010,Pohang University of Science and Technology,KR,yes,13,Vibrio sp. dhg as a platform for the biorefinery of brown macroalgae,needs_review
A5059129862,Seo-Yeon Ahn,4,4,P0001; P0006; P0007; P0009,Chonnam National University Hospital; Chonnam National University Hwasun Hospital,KR,yes,13,Expansion of cytotoxic natural killer cells in multiple myeloma patients using K562 cells expressing OX40 ligand and membrane-bound IL-18 and IL-21,needs_review
